invoice,Branch,Date,Gender,"Product line",Sales
499-27-7781,Cairo,3/14/2019,Female,"Food and beverages",446.964
477-59-2456,Giza,1/23/2019,Female,"Fashion accessories",333.984
832-51-6761,Alex,1/19/2019,Male,"Food and beverages",284.592
869-11-3082,Cairo,1/27/2019,Male,"Health and beauty",403.872
190-59-3964,Cairo,2/3/2019,Male,"Food and beverages",247.59
366-43-6862,Cairo,3/25/2019,Male,"Electronic accessories",222.138
186-43-8965,Alex,2/24/2019,Female,"Home and lifestyle",100.128
784-21-9238,Giza,2/7/2019,Male,"Sports and travel",10.6785
276-75-6884,Alex,3/4/2019,Female,"Health and beauty",216.4365
109-86-4363,Cairo,2/14/2019,Female,"Sports and travel",441.588
569-76-2760,Alex,1/29/2019,Female,"Sports and travel",92.442
222-42-0244,Cairo,1/28/2019,Female,"Health and beauty",681.4395
760-53-9233,Alex,3/26/2019,Male,"Fashion accessories",130.032
538-22-0304,Giza,3/24/2019,Male,"Electronic accessories",681.975
416-17-9926,Alex,1/1/2019,Female,"Electronic accessories",779.31
237-44-6163,Alex,1/24/2019,Male,"Electronic accessories",88.704
636-17-0325,Cairo,2/25/2019,Male,"Health and beauty",262.794
343-75-9322,Cairo,1/9/2019,Female,"Sports and travel",99.54
528-14-9470,Alex,2/14/2019,Male,"Health and beauty",95.865
427-45-9297,Cairo,3/12/2019,Female,"Home and lifestyle",299.3655
807-34-3742,Alex,3/26/2019,Male,"Fashion accessories",54.999
288-62-1085,Alex,1/9/2019,Male,"Fashion accessories",202.335
670-71-7306,Cairo,1/2/2019,Male,"Sports and travel",281.169
660-29-7083,Giza,1/15/2019,Male,"Electronic accessories",586.635
271-77-8740,Giza,1/1/2019,Female,"Sports and travel",184.086
497-36-0989,Alex,2/15/2019,Male,"Fashion accessories",163.611
291-59-1384,Cairo,2/28/2019,Male,"Electronic accessories",63.315
860-73-6466,Alex,3/2/2019,Female,"Sports and travel",82.887
549-23-9016,Giza,2/13/2019,Female,"Food and beverages",31.227
896-34-0956,Alex,1/26/2019,Male,"Fashion accessories",22.386
804-38-3935,Alex,1/30/2019,Male,"Electronic accessories",295.407
585-90-0249,Alex,1/27/2019,Male,"Electronic accessories",76.923
862-29-5914,Giza,1/30/2019,Female,"Sports and travel",23.499
845-94-6841,Giza,1/8/2019,Female,"Food and beverages",688.716
125-45-2293,Alex,1/19/2019,Female,"Fashion accessories",624.33
843-73-4724,Alex,1/25/2019,Male,"Fashion accessories",77.805
409-33-9708,Alex,2/19/2019,Female,"Fashion accessories",206.808
658-66-3967,Giza,1/14/2019,Male,"Health and beauty",390.9465
866-70-2814,Cairo,2/25/2019,Female,"Electronic accessories",554.295
160-22-2687,Alex,1/23/2019,Female,"Health and beauty",503.7375
895-03-6665,Cairo,2/16/2019,Female,"Fashion accessories",345.0195
770-42-8960,Cairo,1/1/2019,Male,"Food and beverages",177.408
748-45-2862,Alex,3/7/2019,Female,"Home and lifestyle",118.902
234-36-2483,Cairo,2/15/2019,Male,"Health and beauty",362.817
316-66-3011,Alex,1/23/2019,Female,"Food and beverages",450.1035
848-95-6252,Giza,2/20/2019,Female,"Home and lifestyle",90.5835
840-76-5966,Alex,1/8/2019,Male,"Sports and travel",26.796
152-03-4217,Cairo,3/17/2019,Female,"Home and lifestyle",106.596
533-66-5566,Cairo,1/12/2019,Female,"Home and lifestyle",375.3645
124-31-1458,Alex,1/8/2019,Female,"Electronic accessories",250.7085
176-78-1170,Giza,1/26/2019,Male,"Health and beauty",106.5015
361-59-0574,Cairo,3/15/2019,Male,"Sports and travel",760.452
101-81-4070,Giza,1/17/2019,Female,"Health and beauty",131.922
631-34-1880,Giza,1/8/2019,Male,"Food and beverages",76.5765
852-82-2749,Alex,1/6/2019,Male,"Sports and travel",271.278
873-14-6353,Alex,2/16/2019,Male,"Food and beverages",182.427
584-66-4073,Giza,3/13/2019,Male,"Fashion accessories",59.325
544-55-9589,Cairo,1/28/2019,Female,"Electronic accessories",225.015
166-19-2553,Alex,1/18/2019,Male,"Sports and travel",561.078
737-88-5876,Alex,3/19/2019,Male,"Home and lifestyle",97.818
154-87-7367,Giza,3/15/2019,Male,"Home and lifestyle",548.184
885-56-0389,Giza,2/12/2019,Male,"Fashion accessories",54.9675
608-05-3804,Cairo,2/25/2019,Male,"Electronic accessories",41.7375
448-61-3783,Alex,3/21/2019,Female,"Electronic accessories",756.168
761-49-0439,Cairo,1/19/2019,Female,"Electronic accessories",101.64
490-95-0021,Cairo,1/8/2019,Female,"Food and beverages",348.705
115-38-7388,Giza,3/30/2019,Female,"Fashion accessories",85.512
311-13-6971,Cairo,2/20/2019,Male,"Sports and travel",335.895
291-55-6563,Alex,3/30/2019,Female,"Home and lifestyle",216.846
548-48-3156,Alex,3/19/2019,Female,"Food and beverages",175.014
460-93-5834,Alex,1/13/2019,Male,"Sports and travel",335.013
325-89-4209,Alex,2/5/2019,Male,"Food and beverages",92.295
884-80-6021,Alex,3/23/2019,Female,"Electronic accessories",771.435
137-74-8729,Giza,3/13/2019,Female,"Fashion accessories",102.396
880-46-5796,Alex,3/17/2019,Male,"Sports and travel",807.66
389-70-2397,Giza,2/21/2019,Female,"Health and beauty",439.215
114-35-5271,Cairo,2/7/2019,Female,"Electronic accessories",486.444
607-76-6216,Giza,3/2/2019,Female,"Fashion accessories",485.5725
715-20-1673,Cairo,3/6/2019,Male,"Electronic accessories",148.995
811-35-1094,Cairo,2/6/2019,Male,"Electronic accessories",317.835
699-88-1972,Cairo,1/28/2019,Male,"Health and beauty",832.944
781-84-8059,Giza,1/18/2019,Male,"Fashion accessories",446.439
409-49-6995,Giza,2/5/2019,Female,"Food and beverages",297.801
725-54-0677,Giza,3/2/2019,Male,"Health and beauty",629.16
146-09-5432,Alex,2/9/2019,Male,"Food and beverages",331.128
377-79-7592,Giza,1/14/2019,Female,"Electronic accessories",423.738
509-10-0516,Cairo,2/9/2019,Male,"Home and lifestyle",193.074
595-94-9924,Alex,3/26/2019,Female,"Health and beauty",145.5825
865-41-9075,Alex,1/28/2019,Male,"Food and beverages",84.7455
545-07-8534,Giza,2/14/2019,Female,"Health and beauty",122.472
118-62-1812,Giza,3/24/2019,Female,"Home and lifestyle",329.196
450-42-3339,Giza,2/9/2019,Male,"Health and beauty",888.405
851-98-3555,Cairo,3/24/2019,Female,"Health and beauty",435.12
186-71-5196,Alex,3/27/2019,Female,"Food and beverages",167.034
624-01-8356,Cairo,1/27/2019,Female,"Home and lifestyle",514.605
313-66-9943,Cairo,3/27/2019,Female,"Food and beverages",91.8225
151-27-8496,Giza,1/19/2019,Female,"Electronic accessories",235.746
453-33-6436,Alex,2/7/2019,Female,"Home and lifestyle",782.208
522-57-8364,Alex,1/31/2019,Male,"Fashion accessories",431.256
459-45-2396,Alex,2/25/2019,Female,"Food and beverages",313.74
717-96-4189,Giza,2/2/2019,Female,"Electronic accessories",223.587
722-13-2115,Giza,3/14/2019,Male,"Sports and travel",44.9925
749-81-8133,Alex,3/11/2019,Female,"Fashion accessories",397.614
777-67-2495,Cairo,2/22/2019,Male,"Home and lifestyle",217.2555
636-98-3364,Cairo,3/2/2019,Female,"Electronic accessories",82.719
246-55-6923,Giza,3/10/2019,Female,"Home and lifestyle",338.2155
181-82-6255,Cairo,2/8/2019,Female,"Home and lifestyle",103.131
838-02-1821,Giza,2/22/2019,Female,"Home and lifestyle",26.733
887-42-0517,Giza,1/10/2019,Female,"Sports and travel",611.079
457-12-0244,Giza,3/14/2019,Female,"Sports and travel",221.886
226-34-0034,Cairo,1/10/2019,Female,"Electronic accessories",57.876
321-49-7382,Cairo,2/15/2019,Male,"Sports and travel",92.7255
397-25-8725,Alex,1/13/2019,Female,"Health and beauty",374.409
431-66-2305,Cairo,2/15/2019,Female,"Electronic accessories",833.9625
825-94-5922,Cairo,3/2/2019,Male,"Sports and travel",53.151
641-62-7288,Cairo,3/24/2019,Male,"Home and lifestyle",629.496
756-93-1854,Giza,2/2/2019,Female,"Fashion accessories",175.035
243-55-8457,Alex,2/27/2019,Female,"Food and beverages",781.62
458-10-8612,Giza,1/20/2019,Male,"Health and beauty",470.988
501-61-1753,Cairo,1/3/2019,Female,"Home and lifestyle",397.845
235-06-8510,Giza,1/24/2019,Male,"Home and lifestyle",270.018
433-08-7822,Giza,1/5/2019,Female,"Health and beauty",579.8415
361-85-2571,Alex,3/30/2019,Female,"Sports and travel",469.77
131-70-8179,Alex,2/17/2019,Female,"Health and beauty",290.0835
500-02-2261,Giza,3/21/2019,Female,"Food and beverages",360.927
720-72-2436,Alex,3/2/2019,Male,"Food and beverages",279.384
702-83-5291,Giza,3/27/2019,Male,"Fashion accessories",943.299
809-69-9497,Alex,1/19/2019,Female,"Home and lifestyle",479.64
449-16-6770,Alex,2/19/2019,Male,"Health and beauty",266.6475
333-23-2632,Alex,3/28/2019,Male,"Health and beauty",74.088
489-82-1237,Alex,1/5/2019,Female,"Electronic accessories",690.018
859-97-6048,Giza,3/26/2019,Male,"Electronic accessories",176.925
676-10-2200,Cairo,2/3/2019,Male,"Fashion accessories",56.469
373-88-1424,Giza,2/6/2019,Male,"Home and lifestyle",188.0025
365-16-4334,Cairo,2/24/2019,Female,"Food and beverages",222.012
503-21-4385,Cairo,2/21/2019,Male,"Health and beauty",125.7165
305-89-2768,Cairo,1/9/2019,Female,"Home and lifestyle",68.985
574-80-1489,Cairo,2/25/2019,Female,"Food and beverages",263.97
784-08-0310,Giza,1/13/2019,Female,"Food and beverages",88.368
200-40-6154,Cairo,2/9/2019,Male,"Home and lifestyle",415.233
846-10-0341,Alex,1/6/2019,Female,"Fashion accessories",312.8895
577-34-7579,Giza,1/10/2019,Male,"Food and beverages",477.1305
430-02-3888,Cairo,2/7/2019,Male,"Electronic accessories",289.926
867-47-1948,Giza,1/9/2019,Female,"Home and lifestyle",165.9
384-59-6655,Alex,2/19/2019,Female,"Food and beverages",932.337
256-58-3609,Giza,3/18/2019,Male,"Fashion accessories",96.579
324-92-3863,Alex,2/5/2019,Male,"Electronic accessories",43.869
593-08-5916,Alex,3/19/2019,Female,"Fashion accessories",16.275
364-34-2972,Giza,3/30/2019,Male,"Electronic accessories",304.983
794-42-3736,Cairo,1/26/2019,Male,"Food and beverages",69.993
172-42-8274,Cairo,3/2/2019,Female,"Electronic accessories",80.367
558-60-5016,Alex,3/4/2019,Female,"Home and lifestyle",314.685
195-06-0432,Alex,1/13/2019,Male,"Home and lifestyle",255.1815
605-03-2706,Alex,3/25/2019,Female,"Health and beauty",49.77
214-30-2776,Cairo,3/11/2019,Female,"Electronic accessories",181.0725
746-04-1077,Cairo,1/1/2019,Female,"Food and beverages",888.615
448-34-8700,Cairo,2/10/2019,Male,"Home and lifestyle",271.2885
452-04-8808,Cairo,1/26/2019,Male,"Electronic accessories",640.038
531-56-4728,Alex,2/11/2019,Male,"Home and lifestyle",252.252
744-82-9138,Giza,2/7/2019,Male,"Fashion accessories",180.873
883-69-1285,Cairo,3/6/2019,Male,"Fashion accessories",104.832
221-25-5073,Alex,3/4/2019,Female,"Food and beverages",313.572
518-71-6847,Cairo,2/26/2019,Male,"Food and beverages",167.58
156-20-0370,Cairo,3/10/2019,Female,"Electronic accessories",26.7225
151-33-7434,Cairo,2/4/2019,Female,"Food and beverages",71.1585
728-47-9078,Giza,1/19/2019,Male,"Food and beverages",250.278
809-46-1866,Alex,1/23/2019,Male,"Health and beauty",244.23
139-32-4183,Alex,3/14/2019,Female,"Sports and travel",921.186
148-41-7930,Giza,1/23/2019,Male,"Health and beauty",734.706
189-40-5216,Giza,1/9/2019,Male,"Electronic accessories",708.3195
374-38-5555,Cairo,2/7/2019,Female,"Fashion accessories",334.4775
764-44-8999,Cairo,2/18/2019,Female,"Health and beauty",30.996
552-44-5977,Cairo,1/3/2019,Male,"Health and beauty",520.8
267-62-7380,Giza,3/29/2019,Male,"Electronic accessories",864.57
430-53-4718,Cairo,1/28/2019,Male,"Health and beauty",633.108
886-18-2897,Alex,3/22/2019,Female,"Food and beverages",296.94
602-16-6955,Cairo,1/24/2019,Female,"Sports and travel",804.3
745-74-0715,Alex,3/10/2019,Male,"Electronic accessories",121.863
690-01-6631,Cairo,2/22/2019,Male,"Fashion accessories",183.645
652-49-6720,Giza,2/18/2019,Female,"Electronic accessories",63.9975
233-67-5758,Giza,1/29/2019,Male,"Health and beauty",42.3675
303-96-2227,Cairo,3/2/2019,Female,"Home and lifestyle",1022.49
727-02-1313,Alex,2/9/2019,Male,"Food and beverages",33.432
347-56-2442,Alex,2/22/2019,Male,"Home and lifestyle",69.111
849-09-3807,Alex,2/18/2019,Female,"Fashion accessories",649.299
